representation,space,algorithm,selection,candidate_id,parameters,variance_threshold,n_features,n_components,cumulative_explained_variance,standardized,use_for_rules,n_clusters,largest_non_noise_cluster_share,silhouette,davies_bouldin,calinski_harabasz,n_noise,noise_fraction,reference_ari,resampling_ari_mean,resampling_ari_std,resampling_pairs
rich,rich_named,kmeans,deployment_acceptable,kmeans_k04,"{""init"":""k-means++"",""n_clusters"":4,""n_init"":20}",0.9,12,12,1.0,True,False,4,0.5794009727792474,0.3510893981941017,1.0403753373425388,3923.3619216533416,0,0.0,1.0,0.9947690662324258,0.002657528802183287,10
rich,pca_90,kmeans,deployment_acceptable,kmeans_k04,"{""init"":""k-means++"",""n_clusters"":4,""n_init"":20}",0.9,12,6,0.9131969062796534,True,False,4,0.579827630343886,0.39047342732205975,0.9373091872214121,4715.262378473605,0,0.0,0.9950649884656303,0.9953657640643924,0.00210446230534924,10
rich,rich_named,classix,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.9,12,12,1.0,True,False,3,0.8982697156768976,0.2909136336788067,0.859209473469003,1516.9199025705768,218,0.018602269818243877,1.0,0.9646596319767037,0.014696844933458828,10
rich,pca_90,classix,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.9,12,6,0.9131969062796534,True,False,3,0.8992960164835165,0.30436239516851427,0.8538262805864368,1106.0526590774502,71,0.006058537417868419,0.9201278340651039,0.9872240087939474,0.004036729327578333,10
