representation,method,candidate_id,parameters,seed,n_samples,n_clusters,n_clusters_including_noise,n_noise,noise_fraction,largest_non_noise_cluster_share,internal_valid,silhouette,davies_bouldin,calinski_harabasz,runtime_seconds,cluster_sizes,n_clusters_excluding_noise,selection,deployment_acceptable,selection_status,scenario_type,scenario_id,included_features,dropped_features,n_features,ari_vs_compact_deployment,ari_vs_rich_deployment
drop_feature_session_count_30m,classix,classix_r1.75_m1_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":1,""post_alloc"":false,""radius"":1.75,""sorting"":""pca""}",,11719,2,2,0,0.0,0.9997440054612168,True,0.8262218563175496,0.1891607043979904,159.41232577110787,0.010784500045701861,"{""0"":3,""1"":11716}",2,unconstrained_silhouette,False,silhouette_max_unconstrained,leave_one_out,drop_feature_session_count_30m,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""distinct_top_categories"",""top_category_share""]","[""session_count_30m""]",11,0.004611012332266518,0.0036872132218816436
drop_feature_session_count_30m,classix,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",,11719,2,3,217,0.018516938305316154,0.9007129194922622,True,0.30264615664665734,1.1033916296738078,1866.8108527821792,3.610960708989296,"{""-1"":217,""665"":1142,""669"":10360}",2,deployment_acceptable,True,silhouette_max_with_constraints,leave_one_out,drop_feature_session_count_30m,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""distinct_top_categories"",""top_category_share""]","[""session_count_30m""]",11,0.04076087303040602,0.9664066717546226
drop_feature_session_count_30m,kmeans,kmeans_k04,"{""init"":""k-means++"",""n_clusters"":4,""n_init"":20}",20260801.0,11719,4,4,0,0.0,0.5829848963222118,True,0.3533299940771637,1.0329670124601704,3824.143165671243,0.15303774998756126,"{""0"":6832,""1"":3579,""2"":1158,""3"":150}",4,unconstrained_silhouette,True,silhouette_max_unconstrained,leave_one_out,drop_feature_session_count_30m,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""distinct_top_categories"",""top_category_share""]","[""session_count_30m""]",11,0.012973615335895207,0.9581271858511093
drop_feature_session_count_30m,kmeans,kmeans_k04,"{""init"":""k-means++"",""n_clusters"":4,""n_init"":20}",20260801.0,11719,4,4,0,0.0,0.5829848963222118,True,0.3533299940771637,1.0329670124601704,3824.143165671243,0.15303774998756126,"{""0"":6832,""1"":3579,""2"":1158,""3"":150}",4,deployment_acceptable,True,silhouette_max_with_constraints,leave_one_out,drop_feature_session_count_30m,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""distinct_top_categories"",""top_category_share""]","[""session_count_30m""]",11,0.012973615335895207,0.9581271858511093
drop_feature_distinct_top_categories,classix,classix_r1.50_m1_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":1,""post_alloc"":false,""radius"":1.5,""sorting"":""pca""}",,11719,3,3,0,0.0,0.9995733424353613,True,0.8035914640467403,0.2468605373660636,123.80834306773298,0.01609645801363513,"{""0"":3,""1"":11714,""2"":2}",3,unconstrained_silhouette,False,silhouette_max_unconstrained,leave_one_out,drop_feature_distinct_top_categories,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""top_category_share""]","[""distinct_top_categories""]",11,0.004297605012039558,0.006139838644737068
drop_feature_distinct_top_categories,classix,classix_r0.45_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.45,""sorting"":""pca""}",,11719,11,12,856,0.07304377506613192,0.7776857221761945,True,0.0678230780011161,1.1340621756578968,374.5532138020292,9.57554450002499,"{""-1"":856,""1909"":12,""2019"":33,""2027"":50,""2028"":509,""2030"":32,""2050"":8448,""2053"":293,""2057"":1401,""2065"":27,""2067"":34,""2075"":24}",11,deployment_acceptable,True,silhouette_max_with_constraints,leave_one_out,drop_feature_distinct_top_categories,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""top_category_share""]","[""distinct_top_categories""]",11,0.3678820820273837,0.1532927289894858
drop_feature_distinct_top_categories,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.6719856643058282,True,0.3415133245187909,1.3025958801583986,4776.2321111065285,0.09315495903138071,"{""0"":3844,""1"":7875}",2,unconstrained_silhouette,True,silhouette_max_unconstrained,leave_one_out,drop_feature_distinct_top_categories,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""top_category_share""]","[""distinct_top_categories""]",11,0.05115712530238483,0.7283637144893758
drop_feature_distinct_top_categories,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.6719856643058282,True,0.3415133245187909,1.3025958801583986,4776.2321111065285,0.09315495903138071,"{""0"":3844,""1"":7875}",2,deployment_acceptable,True,silhouette_max_with_constraints,leave_one_out,drop_feature_distinct_top_categories,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""top_category_share""]","[""distinct_top_categories""]",11,0.05115712530238483,0.7283637144893758
drop_feature_top_category_share,classix,classix_r1.60_m1_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":1,""post_alloc"":false,""radius"":1.6,""sorting"":""pca""}",,11719,3,3,0,0.0,0.9995733424353613,True,0.8064164128600573,0.24358424801618037,127.57266842498365,0.012504916987381876,"{""0"":3,""1"":11714,""2"":2}",3,unconstrained_silhouette,False,silhouette_max_unconstrained,leave_one_out,drop_feature_top_category_share,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories""]","[""top_category_share""]",11,0.004297605012039558,0.006139838644737068
drop_feature_top_category_share,classix,classix_r0.60_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.6,""sorting"":""pca""}",,11719,8,9,445,0.03797252325283727,0.8890367216604577,True,0.08546318648686842,1.0266181896320705,398.17211923597864,4.683840666955803,"{""-1"":445,""907"":13,""917"":16,""955"":16,""1084"":13,""1185"":1129,""1189"":10023,""1196"":32,""1205"":32}",8,deployment_acceptable,True,silhouette_max_with_constraints,leave_one_out,drop_feature_top_category_share,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories""]","[""top_category_share""]",11,0.17309487786362387,0.8712404944506833
drop_feature_top_category_share,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.6755695878487925,True,0.36208093521977375,1.2526659998752117,5154.032586040514,0.11544362496351823,"{""0"":7917,""1"":3802}",2,unconstrained_silhouette,True,silhouette_max_unconstrained,leave_one_out,drop_feature_top_category_share,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories""]","[""top_category_share""]",11,0.05542456156980117,0.7249143238936353
drop_feature_top_category_share,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.6755695878487925,True,0.36208093521977375,1.2526659998752117,5154.032586040514,0.11544362496351823,"{""0"":7917,""1"":3802}",2,deployment_acceptable,True,silhouette_max_with_constraints,leave_one_out,drop_feature_top_category_share,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories""]","[""top_category_share""]",11,0.05542456156980117,0.7249143238936353
drop_block_compact_transaction,classix,classix_r1.55_m1_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":1,""post_alloc"":false,""radius"":1.55,""sorting"":""pca""}",,11719,2,2,0,0.0,0.9998293369741446,True,0.8252843596524603,0.25548174903678594,98.94680163587714,0.011634458031039685,"{""0"":11717,""1"":2}",2,unconstrained_silhouette,False,silhouette_max_unconstrained,drop_block,drop_block_compact_transaction,"[""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count""]",9,-0.00030679319208232886,0.0024592120901165567
drop_block_compact_transaction,classix,classix_r0.65_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.65,""sorting"":""pca""}",,11719,2,3,117,0.009983787012543733,0.9006205826581624,True,0.33710549897384084,1.0692779493416635,2103.147051416073,0.7668728749849834,"{""-1"":117,""373"":10449,""374"":1153}",2,deployment_acceptable,True,silhouette_max_with_constraints,drop_block,drop_block_compact_transaction,"[""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count""]",9,-0.018386827294479734,0.9298656668440143
drop_block_compact_transaction,kmeans,kmeans_k03,"{""init"":""k-means++"",""n_clusters"":3,""n_init"":20}",20260801.0,11719,3,3,0,0.0,0.5897260858435021,True,0.412402605851478,0.9721353955159406,5440.568914952948,0.11546366603579372,"{""0"":6911,""1"":3651,""2"":1157}",3,unconstrained_silhouette,True,silhouette_max_unconstrained,drop_block,drop_block_compact_transaction,"[""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count""]",9,-0.0009438405139230579,0.9455363360505629
drop_block_compact_transaction,kmeans,kmeans_k03,"{""init"":""k-means++"",""n_clusters"":3,""n_init"":20}",20260801.0,11719,3,3,0,0.0,0.5897260858435021,True,0.412402605851478,0.9721353955159406,5440.568914952948,0.11546366603579372,"{""0"":6911,""1"":3651,""2"":1157}",3,deployment_acceptable,True,silhouette_max_with_constraints,drop_block,drop_block_compact_transaction,"[""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count""]",9,-0.0009438405139230579,0.9455363360505629
drop_block_activity,classix,classix_r1.65_m1_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":1,""post_alloc"":false,""radius"":1.65,""sorting"":""pca""}",,11719,3,3,0,0.0,0.9995733424353613,True,0.8111936278545658,0.24091233160086786,126.65995509713389,0.012157374992966652,"{""0"":3,""1"":11714,""2"":2}",3,unconstrained_silhouette,False,silhouette_max_unconstrained,drop_block,drop_block_activity,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""total_events"",""active_days""]",10,0.004297605012039558,0.006139838644737068
drop_block_activity,classix,classix_r0.50_m10_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.5,""sorting"":""pca""}",,11719,3,3,0,0.0,0.8940182609437666,True,0.3243624165684456,0.8791909197604566,2005.303905059063,0.11341379198711365,"{""0"":78,""1"":10477,""2"":1164}",3,deployment_acceptable,True,silhouette_max_with_constraints,drop_block,drop_block_activity,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""total_events"",""active_days""]",10,0.03380250785386062,0.8996385961751296
drop_block_activity,kmeans,kmeans_k04,"{""init"":""k-means++"",""n_clusters"":4,""n_init"":20}",20260801.0,11719,4,4,0,0.0,0.5887021076883693,True,0.3569690947867601,1.0130612417886649,3813.360444420582,0.12751429103082046,"{""0"":6899,""1"":1160,""2"":3531,""3"":129}",4,unconstrained_silhouette,True,silhouette_max_unconstrained,drop_block,drop_block_activity,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""total_events"",""active_days""]",10,0.008154613185811612,0.9367497391908248
drop_block_activity,kmeans,kmeans_k04,"{""init"":""k-means++"",""n_clusters"":4,""n_init"":20}",20260801.0,11719,4,4,0,0.0,0.5887021076883693,True,0.3569690947867601,1.0130612417886649,3813.360444420582,0.12751429103082046,"{""0"":6899,""1"":1160,""2"":3531,""3"":129}",4,deployment_acceptable,True,silhouette_max_with_constraints,drop_block,drop_block_activity,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""total_events"",""active_days""]",10,0.008154613185811612,0.9367497391908248
drop_block_conversion,classix,classix_r1.70_m1_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":1,""post_alloc"":false,""radius"":1.7,""sorting"":""pca""}",,11719,2,2,0,0.0,0.9997440054612168,True,0.8439095615895389,0.17724045996777552,188.98063809133635,0.011755499988794327,"{""0"":3,""1"":11716}",2,unconstrained_silhouette,False,silhouette_max_unconstrained,drop_block,drop_block_conversion,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""cart_per_view"",""transaction_per_view""]",10,0.004611012332266518,0.0036872132218816436
drop_block_conversion,classix,classix_r0.65_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.65,""sorting"":""pca""}",,11719,3,4,479,0.040873794692379894,0.8966192170818506,True,0.37373422811652635,0.8004007984583207,1389.2586545356755,2.6176343749975786,"{""-1"":479,""1260"":10,""1288"":10078,""1290"":1152}",3,deployment_acceptable,True,silhouette_max_with_constraints,drop_block,drop_block_conversion,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""cart_per_view"",""transaction_per_view""]",10,0.21063654306757607,0.8375712496320448
drop_block_conversion,kmeans,kmeans_k04,"{""init"":""k-means++"",""n_clusters"":4,""n_init"":20}",20260801.0,11719,4,4,0,0.0,0.5924566942571892,True,0.4321571142225306,0.8930208449980528,5341.575461901352,0.11185020802076906,"{""0"":6943,""1"":3471,""2"":1157,""3"":148}",4,unconstrained_silhouette,True,silhouette_max_unconstrained,drop_block,drop_block_conversion,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""cart_per_view"",""transaction_per_view""]",10,0.017278354388899037,0.9304603761224626
drop_block_conversion,kmeans,kmeans_k04,"{""init"":""k-means++"",""n_clusters"":4,""n_init"":20}",20260801.0,11719,4,4,0,0.0,0.5924566942571892,True,0.4321571142225306,0.8930208449980528,5341.575461901352,0.11185020802076906,"{""0"":6943,""1"":3471,""2"":1157,""3"":148}",4,deployment_acceptable,True,silhouette_max_with_constraints,drop_block,drop_block_conversion,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]","[""cart_per_view"",""transaction_per_view""]",10,0.017278354388899037,0.9304603761224626
drop_block_temporal_engagement,classix,classix_r1.00_m5_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":5,""post_alloc"":false,""radius"":1.0,""sorting"":""pca""}",,11719,2,2,0,0.0,0.9993173478965782,True,0.816571410739338,0.2921118559475102,362.81424313187415,0.0235672079725191,"{""0"":11711,""1"":8}",2,unconstrained_silhouette,False,silhouette_max_unconstrained,drop_block,drop_block_temporal_engagement,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""distinct_top_categories"",""top_category_share""]","[""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]",9,0.01225484684818758,0.009811240011126873
drop_block_temporal_engagement,classix,classix_r0.50_m10_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.5,""sorting"":""pca""}",,11719,3,3,0,0.0,0.8946155815342606,True,0.37008797974964397,0.7883310118611022,2501.916487134937,0.08338870794977993,"{""0"":73,""1"":10484,""2"":1162}",3,deployment_acceptable,True,silhouette_max_with_constraints,drop_block,drop_block_temporal_engagement,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""distinct_top_categories"",""top_category_share""]","[""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]",9,0.028589228774758862,0.905506838876891
drop_block_temporal_engagement,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.8259237136274427,True,0.34353080908231387,1.4669534717542303,2908.0109562805183,0.10790750000160187,"{""0"":9679,""1"":2040}",2,unconstrained_silhouette,True,silhouette_max_unconstrained,drop_block,drop_block_temporal_engagement,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""distinct_top_categories"",""top_category_share""]","[""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]",9,0.17001672730255976,0.24086887419440886
drop_block_temporal_engagement,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.8259237136274427,True,0.34353080908231387,1.4669534717542303,2908.0109562805183,0.10790750000160187,"{""0"":9679,""1"":2040}",2,deployment_acceptable,True,silhouette_max_with_constraints,drop_block,drop_block_temporal_engagement,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""distinct_top_categories"",""top_category_share""]","[""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]",9,0.17001672730255976,0.24086887419440886
drop_block_category_behaviour,classix,classix_r1.60_m1_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":1,""post_alloc"":false,""radius"":1.6,""sorting"":""pca""}",,11719,4,4,0,0.0,0.9994880109224337,True,0.8083479907089272,0.2654198138067841,105.19592733989313,0.010513665969483554,"{""0"":3,""1"":11713,""2"":2,""3"":1}",4,unconstrained_silhouette,False,silhouette_max_unconstrained,drop_block,drop_block_category_behaviour,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]","[""distinct_top_categories"",""top_category_share""]",10,0.004141255007217036,0.007364495365987078
drop_block_category_behaviour,classix,classix_r0.55_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.55,""sorting"":""pca""}",,11719,7,8,426,0.03635122450721051,0.9215443194899495,True,0.13688516365241093,1.107133798445994,312.6648642609465,1.2566790420096368,"{""-1"":426,""884"":16,""933"":15,""1121"":756,""1129"":10407,""1139"":28,""1140"":41,""1145"":30}",7,deployment_acceptable,True,silhouette_max_with_constraints,drop_block,drop_block_category_behaviour,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]","[""distinct_top_categories"",""top_category_share""]",10,0.8609717152278407,0.1264126216392453
drop_block_category_behaviour,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.6721563273316836,True,0.37775897874935593,1.202817015550255,5473.562581891039,0.06442158302525058,"{""0"":7877,""1"":3842}",2,unconstrained_silhouette,True,silhouette_max_unconstrained,drop_block,drop_block_category_behaviour,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]","[""distinct_top_categories"",""top_category_share""]",10,0.05121011213243765,0.728644086429536
drop_block_category_behaviour,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.6721563273316836,True,0.37775897874935593,1.202817015550255,5473.562581891039,0.06442158302525058,"{""0"":7877,""1"":3842}",2,deployment_acceptable,True,silhouette_max_with_constraints,drop_block,drop_block_category_behaviour,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m""]","[""distinct_top_categories"",""top_category_share""]",10,0.05121011213243765,0.728644086429536
through_block_compact_transaction,classix,classix_r1.05_m10_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":1.05,""sorting"":""pca""}",,11719,2,2,0,0.0,0.9982080382285178,True,0.899490070629248,0.20451332218398763,2384.689906400993,0.00859741703607142,"{""0"":21,""1"":11698}",2,unconstrained_silhouette,False,silhouette_max_unconstrained,progressive_block,through_block_compact_transaction,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count""]","[""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",3,0.03189176735316817,0.025934467289550168
through_block_compact_transaction,classix,classix_r0.95_m10_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.95,""sorting"":""pca""}",,11719,2,2,0,0.0,0.9092926017578291,True,0.5947455721748541,1.057226453321008,4285.466605247859,0.00843808299396187,"{""0"":1063,""1"":10656}",2,deployment_acceptable,True,silhouette_max_with_constraints,progressive_block,through_block_compact_transaction,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count""]","[""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",3,1.0,0.06812498255765208
through_block_compact_transaction,kmeans,kmeans_k02,"{""init"":""k-means++"",""n_clusters"":2,""n_init"":20}",20260801.0,11719,2,2,0,0.0,0.9892482293711068,True,0.8501425645886583,0.4770335442284732,6804.035445772771,0.07147941703442484,"{""0"":11593,""1"":126}",2,unconstrained_silhouette,False,silhouette_max_unconstrained,progressive_block,through_block_compact_transaction,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count""]","[""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",3,0.040271287499964156,0.0329135008902757
through_block_compact_transaction,kmeans,kmeans_k04,"{""init"":""k-means++"",""n_clusters"":4,""n_init"":20}",20260801.0,11719,4,4,0,0.0,0.6642204966294052,True,0.5595143028687886,0.7745523266941869,10459.075569175475,0.13634620903758332,"{""0"":1344,""1"":7784,""2"":97,""3"":2494}",4,deployment_acceptable,True,silhouette_max_with_constraints,progressive_block,through_block_compact_transaction,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count""]","[""total_events"",""active_days"",""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",3,1.0,0.01397446272936289
through_block_activity,classix,classix_r1.60_m1_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":1,""post_alloc"":false,""radius"":1.6,""sorting"":""pca""}",,11719,2,2,0,0.0,0.9997440054612168,True,0.8903919157809613,0.14486454535896864,333.2967394993789,0.010291457991115749,"{""0"":3,""1"":11716}",2,unconstrained_silhouette,False,silhouette_max_unconstrained,progressive_block,through_block_activity,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days""]","[""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",5,0.004611012332266518,0.0036872132218816436
through_block_activity,classix,classix_r0.65_m10_distance,"{""group_merging"":""distance"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.65,""sorting"":""pca""}",,11719,5,5,0,0.0,0.9091219387319737,True,0.43552652464136965,1.3117943783033397,1829.373808767666,0.03172608296154067,"{""0"":22,""1"":25,""2"":24,""3"":994,""4"":10654}",5,deployment_acceptable,True,silhouette_max_with_constraints,progressive_block,through_block_activity,"[""purchase_recency_days"",""purchase_occasion_count"",""purchase_event_count"",""total_events"",""active_days""]","[""cart_per_view"",""transaction_per_view"",""activity_span_days"",""mean_interevent_hours"",""session_count_30m"",""distinct_top_categories"",""top_category_share""]",5,0.993746295271663,0.07222005584183848
