algorithm,representation,selection,candidate_id,parameters,sigma,seed,n_clusters,largest_non_noise_cluster_share,silhouette,davies_bouldin,calinski_harabasz,ari,stability_ari,n_noise,noise_fraction
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.001,20260808,4,0.8954873489261803,0.23474591955957644,0.8522986113877724,1045.890307689134,0.9858048030745835,0.9858048030745835,218,0.018602269818243877
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.001,20260809,4,0.8954691712322811,0.23479003010299282,0.8522611370654398,1045.9442008576864,0.9849065156071055,0.9849065156071055,220,0.018772932844099324
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.001,20260810,3,0.8982254697286013,0.2913074236966193,0.8588916123857394,1519.9332627752503,0.9977134691028863,0.9977134691028863,223,0.019028927382882498
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.01,20260801,3,0.8981013760668873,0.2917894932132706,0.858305371206419,1523.02856534241,0.9895366927831505,0.9895366927831505,237,0.02022356856387064
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.01,20260802,3,0.8981545961002786,0.2916256641219511,0.8584390147654154,1522.3215181389628,0.9922502182226614,0.9922502182226614,231,0.019711579486304292
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.01,20260803,3,0.8981191222570533,0.29178133481594326,0.8583729810662857,1523.1147793080142,0.992257973366702,0.992257973366702,235,0.020052905538015187
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.01,20260804,3,0.8982077605707326,0.291142610199717,0.8590126111066434,1518.5215432391094,0.996801072201036,0.996801072201036,225,0.019199590408737945
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.01,20260805,4,0.8954146001914208,0.23503740454728733,0.8520851966936815,1046.6730813702327,0.9822190550937437,0.9822190550937437,226,0.01928492192166567
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.01,20260806,4,0.8954743255004352,0.23572650993359778,0.8511327696067332,1049.6564853023212,0.9812675091307534,0.9812675091307534,229,0.019540916460448844
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.01,20260807,3,0.8981900452488688,0.2913292488475996,0.8588031379304016,1520.2176194563012,0.9958899375959327,0.9958899375959327,227,0.019370253434593396
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.01,20260808,3,0.8982061999303379,0.22750161230018726,1.0458370560226227,901.142975731686,0.961536473020287,0.961536473020287,235,0.020052905538015187
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.01,20260809,4,0.8953690807799443,0.2361593517622291,0.8508699524464192,1050.5113142835658,0.9799879507613263,0.9799879507613263,231,0.019711579486304292
classix,rich,deployment_acceptable,classix_r0.75_m10_density,"{""group_merging"":""density"",""mergeScale"":1.5,""mergeTinyGroups"":true,""metric"":""euclidean"",""minPts"":10,""post_alloc"":false,""radius"":0.75,""sorting"":""pca""}",0.01,20260810,4,0.8954197143852316,0.23589650944922347,0.8510153029467076,1051.0312881192046,0.9785946576477604,0.9785946576477604,235,0.020052905538015187
